1	17	19	13.125
2	9	11	14.375
3	11	12	15.625
4	14	7	16.875
5	26	28	18.125
6	21	32	19.375
7	23	33	20.625
8	23	34	21.875
9	27	26	23.125
10	16	19	24.375
11	27	19	25.625
12	38	26	26.875
13	20	27	28.125
14	30	29	29.375
15	27	24	30.625
16	34	34	31.875
17	35	35	33.125
18	36	31	34.375
19	35	31	35.625
20	31	23	36.875
